movie_title,title_year,is_color,aspect_ratio,duration_in_mins,language,country,budget,gross,movie_facebook_likes,cast_total_facebook_likes,movie_imdb_link,director_name,actor_1_name,actor_2_name,actor_3_name
The House Bunny,2008,1,2.35,97,English,USA,25000000,48237389,0,18789,http://www.imdb.com/title/tt0852713/?ref_=fn_tt_tt_1,Fred Wolf,Emma Stone,Katharine McPhee,Beverly D'Angelo
Playing for Keeps,2012,1,2.35,105,English,USA,35000000,13101142,0,23122,http://www.imdb.com/title/tt1540128/?ref_=fn_tt_tt_1,Gabriele Muccino,Gerard Butler,Dennis Quaid,Judy Greer
Elysium,2013,1,2.35,109,English,USA,115000000,93050117,61000,17689,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1,Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga
Duplicity,2009,1,2.35,125,English,USA,60000000,40559930,0,10623,http://www.imdb.com/title/tt1135487/?ref_=fn_tt_tt_1,Tony Gilroy,Julia Roberts,Tom Wilkinson,Denis O'Hare
Something's Gotta Give,2003,1,1.85,128,English,USA,80000000,124590960,0,22679,http://www.imdb.com/title/tt0337741/?ref_=fn_tt_tt_1,Nancy Meyers,Keanu Reeves,Jon Favreau,Paul Michael Glaser
The Business of Strangers,2001,1,1.85,84,English,USA,,1028337,29,1407,http://www.imdb.com/title/tt0270259/?ref_=fn_tt_tt_1,Patrick Stettner,Stockard Channing,Tony Devon,Frederick Weller
Airborne,1993,1,1.85,91,English,USA,2600000,2850263,0,1218,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,Rob Bowman,Alanna Ubach,Jacob Vargas,Brittney Powell
Center Stage,2000,1,2.35,115,English,USA,18000000,17174870,0,1201,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,Nicholas Hytner,Amanda Schull,Susan May Pratt,Ethan Stiefel
An American Haunting,2005,1,2.35,91,English,UK,14000000,16298046,0,1608,http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,Courtney Solomon,Sissy Spacek,James D'Arcy,Vernon Dobtcheff
Suspect Zero,2004,1,1.33,99,English,USA,27000000,8712564,817,1721,http://www.imdb.com/title/tt0324127/?ref_=fn_tt_tt_1,E. Elias Merhige,Harry Lennix,Kevin Chamberlin,William Mapother
Grave Encounters,2011,1,1.78,92,English,Canada,100000,,0,762,http://www.imdb.com/title/tt1703199/?ref_=fn_tt_tt_1,Colin Minihan,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko
Man on a Ledge,2012,1,2.35,102,English,USA,42000000,18600911,11000,362,http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1,Asger Leth,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron
Knock Off,1998,1,2.35,91,English,Aruba,35000000,10076136,471,1352,http://www.imdb.com/title/tt0120724/?ref_=fn_tt_tt_1,Hark Tsui,Paul Sorvino,Lela Rochon,Ray Nicholas
Phone Booth,2002,1,2.35,81,English,USA,13000000,46563158,0,2562,http://www.imdb.com/title/tt0183649/?ref_=fn_tt_tt_1,Joel Schumacher,Radha Mitchell,John Enos III,Richard T. Jones
The End of the Affair,1999,1,1.85,102,English,UK,23000000,10660147,0,672,http://www.imdb.com/title/tt0172396/?ref_=fn_tt_tt_1,Neil Jordan,Stephen Rea,Ian Hart,James Bolam
The Perfect Match,2016,1,,96,English,USA,5000000,9658370,740,3552,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,Bille Woodruff,Donald Faison,Brandy Norwood,Lauren London
MacGruber,2010,1,2.35,95,English,USA,10000000,8460995,0,2618,http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1,Jorma Taccone,Jasper Cole,Will Forte,Powers Boothe
The Face of an Angel,2014,1,2.35,101,English,UK,,,488,1041,http://www.imdb.com/title/tt2967008/?ref_=fn_tt_tt_1,Michael Winterbottom,Cara Delevingne,Ava Acres,Sara Stewart
Naked Gun 33 1/3: The Final Insult,1994,1,1.85,83,English,USA,30000000,51109400,1000,4767,http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1,Peter Segal,George Kennedy,Fred Ward,Priscilla Presley
Deuce Bigalow: Male Gigolo,1999,1,1.85,88,English,USA,17000000,65535067,0,2604,http://www.imdb.com/title/tt0205000/?ref_=fn_tt_tt_1,Mike Mitchell,Amy Poehler,Eddie Griffin,Bree Turner
Sherrybaby,2006,1,1.85,96,English,USA,2000000,198407,474,774,http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1,Laurie Collyer,Brad William Henke,Kate Burton,Michelle Hurst
The Order,2003,1,1.85,102,English,USA,38000000,7659747,704,14165,http://www.imdb.com/title/tt0304711/?ref_=fn_tt_tt_1,Brian Helgeland,Heath Ledger,Mark Addy,Benno Fürmann
The Last Exorcism,2010,1,1.85,87,English,France,1800000,40990055,0,1958,http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,Daniel Stamm,Caleb Landry Jones,Ashley Bell,Patrick Fabian
Never Let Me Go,2010,1,2.35,103,English,UK,15000000,2412045,33000,12867,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,Mark Romanek,Andrew Garfield,Charlie Rowe,Charlotte Rampling
The Virginity Hit,2010,1,1.85,86,English,USA,3400000,535249,974,768,http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1,Huck Botko,Matt Bennett,Krysta Rodriguez,Zack Pearlman
Identity,2003,1,2.35,91,English,USA,30000000,51475962,11000,3969,http://www.imdb.com/title/tt0309698/?ref_=fn_tt_tt_1,James Mangold,Clea DuVall,Rebecca De Mornay,Jake Busey
Maid in Manhattan,2002,1,2.35,105,English,USA,55000000,93815117,0,7184,http://www.imdb.com/title/tt0252076/?ref_=fn_tt_tt_1,Wayne Wang,Bob Hoskins,Frances Conroy,Natasha Richardson
High Crimes,2002,1,2.35,115,English,USA,42000000,41543207,893,15571,http://www.imdb.com/title/tt0257756/?ref_=fn_tt_tt_1,Carl Franklin,Morgan Freeman,Adam Scott,Bruce Davison
Point Blank,1967,1,2.35,92,English,USA,3000000,,3000,2715,http://www.imdb.com/title/tt0062138/?ref_=fn_tt_tt_1,John Boorman,Lee Marvin,Angie Dickinson,Carroll O'Connor
Fat Albert,2004,1,2.35,93,English,USA,26000000,48114556,531,4604,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,Joel Zwick,Dania Ramirez,Nick Zano,Alice Greczyn
The Shallows,2016,1,2.35,86,English,USA,17000000,54257433,0,971,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,Jaume Collet-Serra,Óscar Jaenada,Brett Cullen,Sedona Legge
Big Miracle,2012,1,2.35,107,English,USA,40000000,20113965,0,1702,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,Ken Kwapis,Ted Danson,Tim Blake Nelson,Andrew Daly
The Legend of the Lone Ranger,1981,1,2.35,98,English,USA,18000000,8000000,346,927,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,William A. Fraker,Jason Robards,Richard Farnsworth,Michael Horse
"Fat, Sick & Nearly Dead",2010,1,,97,English,Australia,2500000,,10000,67,http://www.imdb.com/title/tt1227378/?ref_=fn_tt_tt_1,Joe Cross,Joe Cross,Joel Fuhrman,Amy Badberg
Joy Ride,2001,1,2.35,97,English,USA,23000000,21973182,0,23242,http://www.imdb.com/title/tt0206314/?ref_=fn_tt_tt_1,John Dahl,Paul Walker,Jessica Bowman,Dell Yount
Against the Ropes,2004,1,2.35,110,English,USA,39000000,5881504,177,2972,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,Charles S. Dutton,Omar Epps,Charles S. Dutton,Tim Daly
Head of State,2003,1,1.85,95,English,USA,35200000,37788228,638,4537,http://www.imdb.com/title/tt0325537/?ref_=fn_tt_tt_1,Chris Rock,Bernie Mac,Dylan Baker,Tracy Morgan
Epic,2013,1,2.35,102,English,USA,100000000,107515297,17000,14552,http://www.imdb.com/title/tt0848537/?ref_=fn_tt_tt_1,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans
The Secret of Kells,2009,1,1.85,75,English,France,6500000,686383,11000,75,http://www.imdb.com/title/tt0485601/?ref_=fn_tt_tt_1,Tomm Moore,Sean Lennon,Mick Lally,Evan McGuire
Josie and the Pussycats,2001,1,1.85,98,English,Canada,22000000,14252830,0,3769,http://www.imdb.com/title/tt0236348/?ref_=fn_tt_tt_1,Harry Elfont,Rosario Dawson,Paulo Costanzo,Aries Spears
Frida,2002,0,1.85,123,English,USA,12000000,25776062,0,7072,http://www.imdb.com/title/tt0120679/?ref_=fn_tt_tt_1,Julie Taymor,Salma Hayek,Roger Rees,Valeria Golino
Dracula Untold,2014,1,2.35,92,English,USA,70000000,55942830,37000,5178,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,Gary Shore,Dominic Cooper,Sarah Gadon,Zach McGowan
Project X,2012,1,1.85,93,English,USA,12000000,54724272,29000,2043,http://www.imdb.com/title/tt1636826/?ref_=fn_tt_tt_1,Nima Nourizadeh,Dax Flame,Kirby Bliss Blanton,Oliver Cooper
An American in Hollywood,2014,1,,89,English,USA,125000,,72,942,http://www.imdb.com/title/tt2125430/?ref_=fn_tt_tt_1,Sai Varadan,J.D. Williams,Hassan Johnson,Samantha Esteban
The Lord of the Rings: The Fellowship of the Ring,2001,1,2.35,171,English,New Zealand,93000000,313837577,21000,22342,http://www.imdb.com/title/tt0120737/?ref_=fn_tt_tt_1,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd
Alien,1979,1,2.35,116,English,UK,11000000,78900000,23000,2524,http://www.imdb.com/title/tt0078748/?ref_=fn_tt_tt_1,Ridley Scott,Tom Skerritt,Yaphet Kotto,Bolaji Badejo
The Flintstones,1994,1,1.33,91,English,USA,45000000,130512915,0,3244,http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1,Brian Levant,Jonathan Winters,Elizabeth Perkins,Harvey Korman
Annie,2014,1,2.39,118,English,USA,65000000,85911262,16000,4796,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1,Will Gluck,Quvenzhané Wallis,Dorian Missick,David Zayas
3 Strikes,2000,1,1.85,82,English,USA,6000000,9821335,118,3354,http://www.imdb.com/title/tt0199290/?ref_=fn_tt_tt_1,DJ Pooh,Mo'Nique,Mike Epps,Faizon Love
Hall Pass,2011,1,2.35,111,English,USA,36000000,45045037,10000,3393,http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1,Bobby Farrelly,Jenna Fischer,Larry Joe Campbell,Stephen Merchant
Racing Stripes,2005,1,1.85,102,English,USA,,49186871,771,2910,http://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1,Frederik Du Chau,Bruce Greenwood,Frankie Muniz,M. Emmet Walsh
Annie Get Your Gun,1950,1,1.37,107,English,USA,3768785,8000000,456,731,http://www.imdb.com/title/tt0042200/?ref_=fn_tt_tt_1,George Sidney,Keenan Wynn,Howard Keel,Betty Hutton
Goldfinger,1964,1,1.37,110,English,UK,3000000,51100000,0,1198,http://www.imdb.com/title/tt0058150/?ref_=fn_tt_tt_1,Guy Hamilton,Honor Blackman,Gert Fröbe,Lois Maxwell
The World Is Not Enough,1999,1,2.35,128,English,UK,135000000,126930660,2000,2037,http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1,Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn
Eye of the Beholder,1999,1,2.35,109,English,Canada,15000000,16459004,327,1069,http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,Stephan Elliott,Jason Priestley,Patrick Bergin,Geneviève Bujold
Ray,2004,1,1.85,178,English,USA,40000000,75305995,0,5074,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,Taylor Hackford,Bokeem Woodbine,Curtis Armstrong,Harry Lennix
Imagine Me & You,2005,1,2.35,90,English,UK,7900000,671240,0,619,http://www.imdb.com/title/tt0421994/?ref_=fn_tt_tt_1,Ol Parker,Celia Imrie,Ben Miles,Darren Boyd
Dragon Wars: D-War,2007,1,2.35,107,English,South Korea,35000000,10956379,0,3274,http://www.imdb.com/title/tt0372873/?ref_=fn_tt_tt_1,Hyung-rae Shim,Robert Forster,Aimee Garcia,Chris Mulkey
The Other Side of Heaven,2001,1,1.85,113,English,USA,7000000,4720371,650,11116,http://www.imdb.com/title/tt0250371/?ref_=fn_tt_tt_1,Mitch Davis,Anne Hathaway,Nathaniel Lees,Miriama Smith
The Prestige,2006,1,2.35,130,English,USA,40000000,53082743,49000,63986,http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1,Christopher Nolan,Christian Bale,Hugh Jackman,Scarlett Johansson
Deterrence,1999,1,1.85,104,English,France,800000,144583,130,1983,http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1,Rod Lurie,Kevin Pollak,Kathryn Morris,Timothy Hutton
London Has Fallen,2016,1,2.35,99,English,UK,60000000,62401264,28000,20276,http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1,Babak Najafi,Gerard Butler,Radha Mitchell,Julian Kostov
Red Sky,2014,,,100,English,USA,25000000,,437,2204,http://www.imdb.com/title/tt1946381/?ref_=fn_tt_tt_1,Mario Van Peebles,Martin Kove,Mario Van Peebles,Jacob Vargas
Lost Souls,2000,1,2.35,97,English,USA,28000000,16779636,209,1805,http://www.imdb.com/title/tt0160484/?ref_=fn_tt_tt_1,Janusz Kaminski,Philip Baker Hall,Bob Clendenin,Ben Chaplin
Charlotte's Web,2006,1,1.85,97,English,USA,,82506325,0,23907,http://www.imdb.com/title/tt0413895/?ref_=fn_tt_tt_1,Gary Winick,Steve Buscemi,Julia Roberts,Oprah Winfrey
Happiness,1998,1,1.85,134,English,USA,3000000,3000000,0,36859,http://www.imdb.com/title/tt0147612/?ref_=fn_tt_tt_1,Todd Solondz,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker
Sense and Sensibility,1995,1,1.85,136,English,USA,16500000,42700000,0,41059,http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1,Ang Lee,Alan Rickman,Kate Winslet,Tom Wilkinson
Why Did I Get Married?,2007,1,1.85,113,English,USA,15000000,55184721,1000,6510,http://www.imdb.com/title/tt0906108/?ref_=fn_tt_tt_1,Tyler Perry,Michael Jai White,Tasha Smith,Lamman Rucker
The Big Bounce,2004,1,2.35,88,English,USA,50000000,6471394,288,11972,http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1,George Armitage,Morgan Freeman,Andrew Wilson,Willie Nelson
Just Looking,1999,1,1.85,97,English,USA,3000000,39852,117,1030,http://www.imdb.com/title/tt0162236/?ref_=fn_tt_tt_1,Jason Alexander,Gretchen Mol,Patti LuPone,Peter Onorati
In Good Company,2004,1,1.85,109,English,USA,26000000,45489752,736,28493,http://www.imdb.com/title/tt0385267/?ref_=fn_tt_tt_1,Paul Weitz,Scarlett Johansson,Ty Burrell,Dennis Quaid
Wristcutters: A Love Story,2006,1,1.78,88,English,USA,1000000,104077,11000,4720,http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,Goran Dukic,Leslie Bibb,Patrick Fugit,Chase Ellison
Just Married,2003,1,1.85,95,English,USA,18000000,56127162,0,2020,http://www.imdb.com/title/tt0305711/?ref_=fn_tt_tt_1,Shawn Levy,Taran Killam,David Agranov,David Moscow
Human Traffic,1999,1,1.85,99,English,UK,2200000,104257,0,1430,http://www.imdb.com/title/tt0188674/?ref_=fn_tt_tt_1,Justin Kerrigan,Danny Dyer,John Simm,Shaun Parkes
Dark Blue,2002,1,2.35,118,English,USA,15000000,9059588,455,1873,http://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1,Ron Shelton,Khandi Alexander,Dash Mihok,Michael Michele
Real Steel,2011,1,2.35,127,English,USA,110000000,85463309,36000,22254,http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1,Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda
Basquiat,1996,1,1.85,108,English,USA,3300000,2961991,0,11459,http://www.imdb.com/title/tt0115632/?ref_=fn_tt_tt_1,Julian Schnabel,Gary Oldman,Michael Wincott,Courtney Love
Nomad: The Warrior,2005,1,2.35,112,Kazakh,France,25000000,77231,265,2115,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,Sergey Bodrov,Jay Hernandez,Kuno Becker,Jason Scott Lee
Shooting Fish,1997,1,2.35,99,English,UK,3000000,302204,167,975,http://www.imdb.com/title/tt0120122/?ref_=fn_tt_tt_1,Stefan Schwartz,Peter McNamara,Dan Futterman,Ralph Ineson
The Last Stand,2013,1,2.35,107,English,USA,45000000,12026670,24000,1643,http://www.imdb.com/title/tt1549920/?ref_=fn_tt_tt_1,Jee-woon Kim,Zach Gilford,James Burnett,Christiana Leucas
Heroes of Dirt,2015,1,,98,English,USA,,,197,130,http://www.imdb.com/title/tt1934172/?ref_=fn_tt_tt_1,Eric Bugbee,Joel Moody,Bill Allen,Lia Tucker
Warlock: The Armageddon,1993,1,1.66,98,English,USA,3000000,3902679,217,1806,http://www.imdb.com/title/tt0108517/?ref_=fn_tt_tt_1,Anthony Hickox,Julian Sands,Zach Galligan,Paula Marshall
Zero Dark Thirty,2012,1,1.85,157,English,USA,40000000,95720716,39000,2759,http://www.imdb.com/title/tt1790885/?ref_=fn_tt_tt_1,Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers
Patch Adams,1998,1,2.35,115,English,USA,50000000,135014968,0,74382,http://www.imdb.com/title/tt0129290/?ref_=fn_tt_tt_1,Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter
The Last Shot,2004,1,1.85,93,English,USA,,463730,89,5240,http://www.imdb.com/title/tt0357054/?ref_=fn_tt_tt_1,Jeff Nathanson,Matthew Broderick,Glenn Morshower,Tim Blake Nelson
Killing Zoe,1993,1,1.85,99,English,France,1500000,418953,853,1582,http://www.imdb.com/title/tt0110265/?ref_=fn_tt_tt_1,Roger Avary,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade
Youth in Revolt,2009,1,1.85,90,English,USA,18000000,15281286,0,16004,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1,Miguel Arteta,Steve Buscemi,Ari Graynor,Fred Willard
The Relic,1997,1,2.35,110,English,UK,40000000,33927476,956,1976,http://www.imdb.com/title/tt0120004/?ref_=fn_tt_tt_1,Peter Hyams,John Kapelos,Penelope Ann Miller,Chi Muoi Lo
The Front Page,1974,1,2.35,105,English,USA,4000000,,661,1218,http://www.imdb.com/title/tt0071524/?ref_=fn_tt_tt_1,Billy Wilder,Austin Pendleton,Harold Gould,David Wayne
The Smurfs 2,2013,1,1.85,105,English,USA,105000000,71017784,0,914,http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui
Into the Blue,2005,1,2.35,110,English,USA,50000000,18472363,0,25049,http://www.imdb.com/title/tt0378109/?ref_=fn_tt_tt_1,John Stockwell,Paul Walker,James Frain,Ashley Scott
Fuel,2008,1,1.85,112,English,USA,2500000,173783,588,1252,http://www.imdb.com/title/tt1294164/?ref_=fn_tt_tt_1,Joshua Tickell,Larry David,Sheryl Crow,George W. Bush
The Exorcism of Emily Rose,2005,1,2.35,122,English,USA,20000000,75072454,0,2759,http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1,Scott Derrickson,Tom Wilkinson,Colm Feore,JR Bourne
Jersey Boys,2014,1,2.35,134,English,USA,40000000,47034272,16000,2281,http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,Clint Eastwood,Johnny Cannizzaro,Steve Schirripa,Scott Vance
"Cinco de Mayo, La Batalla",2013,1,,125,Spanish,Mexico,10000000,169379,874,221,http://www.imdb.com/title/tt2553908/?ref_=fn_tt_tt_1,Rafa Lara,Jorge Luis Moreno,Andrés Montiel,William Miller
The One,2001,1,2.35,85,English,USA,49000000,43905746,0,32831,http://www.imdb.com/title/tt0267804/?ref_=fn_tt_tt_1,James Wong,Jason Statham,Jet Li,Delroy Lindo
The Man with the Iron Fists,2012,1,2.35,107,English,USA,15000000,15608545,29000,2377,http://www.imdb.com/title/tt1258972/?ref_=fn_tt_tt_1,RZA,Rick Yune,RZA,Daniel Wu
Rang De Basanti,2006,1,2.35,157,Hindi,India,,2197331,0,1519,http://www.imdb.com/title/tt0405508/?ref_=fn_tt_tt_1,Rakeysh Omprakash Mehra,Anupam Kher,Steven Mackintosh,Madhavan
London to Brighton,2006,1,2.35,85,English,UK,500000,,933,926,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,Paul Andrew Williams,Lorraine Stanley,Johnny Harris,Georgia Groome
Miracle at St. Anna,2008,1,2.35,160,English,USA,45000000,7916887,0,26982,http://www.imdb.com/title/tt1046997/?ref_=fn_tt_tt_1,Spike Lee,Joseph Gordon-Levitt,Omari Hardwick,Laz Alonso
Our Family Wedding,2010,1,2.35,103,English,USA,14000000,20246959,1000,3299,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,Rick Famuyiwa,America Ferrera,Lance Gross,Lupe Ontiveros
Cloverfield,2008,1,1.85,85,English,USA,25000000,80034302,0,3958,http://www.imdb.com/title/tt1060277/?ref_=fn_tt_tt_1,Matt Reeves,Mike Vogel,Ben Feldman,Liza Lapira
Body of Lies,2008,1,2.35,128,English,USA,70000000,39380442,0,29824,http://www.imdb.com/title/tt0758774/?ref_=fn_tt_tt_1,Ridley Scott,Leonardo DiCaprio,Simon McBurney,Michael Gaston
Timecrimes,2007,1,1.85,66,Spanish,Spain,2600000,38108,0,239,http://www.imdb.com/title/tt0480669/?ref_=fn_tt_tt_1,Nacho Vigalondo,Karra Elejalde,Nacho Vigalondo,Bárbara Goenaga
The Ugly Truth,2009,1,2.35,96,English,USA,38000000,88915214,9000,22436,http://www.imdb.com/title/tt1142988/?ref_=fn_tt_tt_1,Robert Luketic,Gerard Butler,John Michael Higgins,Eric Winter
Syriana,2005,1,2.35,128,English,USA,50000000,50815288,0,29494,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,Stephen Gaghan,Matt Damon,Amr Waked,Kayvan Novak
How Green Was My Valley,1941,0,1.37,118,English,USA,1250000,,0,1129,http://www.imdb.com/title/tt0033729/?ref_=fn_tt_tt_1,John Ford,Roddy McDowall,Walter Pidgeon,Barry Fitzgerald
Filly Brown,2012,1,2.35,80,English,USA,427000,2833383,0,2459,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,Youssef Delara,Noel Gugliemi,Jenni Rivera,Jorge Diaz
Last Vegas,2013,1,2.35,105,English,USA,28000000,63910583,27000,35694,http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1,Jon Turteltaub,Robert De Niro,Morgan Freeman,Romany Malco
Beowulf,2007,1,2.35,115,English,USA,150000000,82161969,3000,31523,http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1,Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché
The Wizard of Oz,1939,0,1.37,102,English,USA,2800000,22202612,14000,2509,http://www.imdb.com/title/tt0032138/?ref_=fn_tt_tt_1,Victor Fleming,Margaret Hamilton,Terry,Billie Burke
Excessive Force,1993,1,1.85,87,English,USA,3000000,1200000,107,1139,http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1,Jon Hess,Burt Young,Ian Gomez,Thomas Ian Griffith
Aladdin,1992,1,1.33,90,English,USA,28000000,217350219,0,52970,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,Ron Clements,Robin Williams,Frank Welker,Scott Weinger
The Messenger,2009,1,2.35,105,English,USA,6500000,66637,0,14462,http://www.imdb.com/title/tt0790712/?ref_=fn_tt_tt_1,Oren Moverman,Steve Buscemi,Yaya DaCosta,Eamonn Walker
Videodrome,1983,1,1.85,89,English,Canada,5952000,,0,477,http://www.imdb.com/title/tt0086541/?ref_=fn_tt_tt_1,David Cronenberg,Debbie Harry,Leslie Carlson,Reiner Schwarz
Urban Legend,1998,1,2.35,99,English,USA,14000000,38048637,0,3500,http://www.imdb.com/title/tt0146336/?ref_=fn_tt_tt_1,Jamie Blanks,Alicia Witt,Loretta Devine,Julian Richings
Oz the Great and Powerful,2013,1,2.35,130,English,USA,215000000,234903076,120000,146882,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,Sam Raimi,Tim Holmes,Mila Kunis,James Franco
Diary of a Mad Black Woman,2005,1,1.85,116,English,USA,5500000,50382128,0,2723,http://www.imdb.com/title/tt0422093/?ref_=fn_tt_tt_1,Darren Grant,Cicely Tyson,Kimberly Elise,Tamara Taylor
Viy,2014,1,1.85,107,Russian,Russia,26000000,,0,1166,http://www.imdb.com/title/tt1224378/?ref_=fn_tt_tt_1,Oleg Stepchenko,Jason Flemyng,Igor Jijikine,Agnia Ditkovskite
Tae Guk Gi: The Brotherhood of War,2004,1,2.35,148,Korean,South Korea,12800000,1110186,0,1730,http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1,Je-kyu Kang,Min-sik Choi,Bin Won,Dong-gun Jang
Eve's Bayou,1997,1,1.85,109,English,USA,6000000,14821531,599,3843,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,Kasi Lemmons,Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll
