actor_facebook_likes,actor_name
338,Frank Finlay
191,Noam Jenkins
538,Bruce Green
317,Yassie Hawkes
458,Gina Montana
341,Annie Parisse
74,Taylor Nichols
618,Barbara Hershey
11000,Brad Pitt
434,Ben Youcef
3,Dahong Ni
482,Jon Gries
218,Linda Lovelace
215,Huey Lewis
173,Bernie Sanders
547,Ann Morgan Guilbert
505,Bruce Davison
25,Scott Helvenston
3000,Haley Joel Osment
225,Kathy Griffin
0,Abigail Evans
1000,Anna Gunn
6,Jean Pierre Bergeron
733,John Patrick Amedori
549,Laurie Metcalf
424,Salvator Xuereb
391,Debbie Harry
98,Joe Coffey
213,Sarah Parish
191,Lisa Brave
134,Matt Crabtree
217,Mike 'The Miz' Mizanin
292,Mimi Rogers
760,Sean Hayes
422,Tina Louise
780,Joe Morton
287,Ray McKinnon
70,Finlay Currie
692,Sarah Gadon
422,W. Earl Brown
3000,Julie Benz
361,Kristoffer Polaha
329,Jean Smart
180,Jake Cherry
271,Alex Sanborn
751,Hana Mae Lee
311,Raymond Burr
370,Kristen Seavey
101,Rosalind Ayres
0,Dario Nozic Serini
427,June Lockhart
662,Zack Ward
73,Alice Playten
0,Donna Zovko
130,Danny Webb
260,Harry Treadaway
159,Roberts Blossom
269,Maribel Verdú
732,Taron Egerton
210,Madison Rothschild
298,Betsy Russell
92,Magi Avila
543,Mick Jagger
95,Igal Naor
383,Corey Sevier
597,Austin Pendleton
303,Kabir Bedi
161,Harry Shearer
109,William Kircher
184,Erica Leerhsen
966,Romany Malco
745,Ayelet Zurer
519,Tristan Mack Wilds
388,David Kross
948,Katrina Bowden
405,Augustus Prew
15,Tatsuo Matsumura
165,Michael Harding
15,Brianne Brozey
4,Stephen Au
188,Dana Andrews
11,Bonnie Lee Bouman
544,Rachel Hendrix
535,Chris Mulkey
73,Adrienne Frantz
40,David Bailie
40,Peter Feeney
97,Antoni Corone
399,Michael Bolten
31,Blake Lindsley
209,Deon Richmond
24,Fernanda Torres
227,Yasmine Al Massri
303,Matt O'Leary
175,Tonya Lee Williams
0,Craig Dougherty
172,John Howard
122,Damian Walshe-Howling
8,Louis Walsh
11000,Matthew McConaughey
0,Mike Brett
688,Robert Pralgo
175,Jason Douglas
156,Sheridan Smith
220,Tina Desai
409,Bradley Pierce
547,Kaitlin Olson
202,Juliet Stevenson
10,Johnathan Hurley
796,Russell Tovey
64,Rachel Blakely
2000,Bojana Novakovic
796,Daniel Stern
113,Alisha Boe
553,Elizabeth McGovern
322,Valerie Perri
370,Kate McKinnon
143,Stark Sands
81,Christopher B. Duncan
278,Paprika Steen
710,Jean-Paul Belmondo
24,Lincoln Hoppe
418,Balthazar Getty
744,Dave Chappelle
62,Nigel Bruce
115,Bronagh Gallagher
35,Simón Andreu
28,Lexie Contursi
809,Danny Woodburn
635,Sarah Butler
91,Eric Jacobson
235,Scott Vance
9,Aida Folch
21,Mia Barron
67,Alonna Shaw
872,Rebecca De Mornay
469,Clifton Powell
19,Alix Freihage
290,Wilson Cruz
264,Robert Amaya
157,Colleen Dewhurst
137000,Andrew Fiscella
44,Julia Taylor Ross
155,Ian Gomez
144,Ian Tracey
3,Stian Smestad
413,Emmanuelle Seigner
35,Nicholas Bell
150,Elyas M'Barek
137,Phil Silvers
2,Jeff DeRocker
28,Louise Beavers
431,Jean Harlow
117,Michael Byrne
5,Rita Maiden
441,Kevin Michael Richardson
769,Toby Stephens
495,Zahn McClarnon
210,Rebecca Budig
552,Kiernan Shipka
683,Sammy Davis Jr.
715,David Bianchi
780,Pamela Anderson
393,Mykelti Williamson
116,Olly Alexander
502,Lalaine
516,Phil Hartman
48,Eva Bourne
0,Amelia Giancarlo
165,Bree Williamson
129,Chris Weitz
1000,Danneel Ackles
25,Gary McDonald
204,Jay R. Ferguson
986,Ashley Rickards
0,Jon Hunter
17,Kirpatrick Thomas
727,Nick Krause
249,Richard Beymer
15,Polly Noonan
0,Juan Carlos Montoya
461,Mike Tyson
112,Tracy Middendorf
450,CJ Adams
355,Meg Foster
767,Charlie Talbert
89,Adam Rifkin
20,Pablo Rago
418,Lorraine Stanley
305,Celina Jade
6,Kate Dollenmayer
322,Keenen Ivory Wayans
2000,Michael Emerson
488,Jansen Panettiere
249,Anne Archer
172,Klaus Maria Brandauer
302,Ann Miller
13,Collin Kahey
97,Aida Turturro
1000,Danny Masterson
712,Yaya DaCosta
1000,Kurtwood Smith
46,John Light
64,Nambitha Mpumlwana
435,Greg Germann
223,Joseph Sikora
5,Michael Eisner
306,David Moscow
22,Arturo Castro
161,Howard Morris
44000,Tim Holmes
66,Keith Allen
10000,Gary Oldman
196,Marama Corlett
563,Jay Mohr
167,Louise Lasser
30,Maricel Álvarez
413,Joe Turkel
544,Olga Fonda
28,Aleksey Chadov
354,David Proval
415,Keegan-Michael Key
96,Jake Wood
12,Alan Taylor
57,John Meillon
650,Cheyenne Haynes
426,Sanjay Dutt
416,William Devane
104,Charles Irving Beale
183,Nina Arianda
186,Françoise Yip
174,Randy Jones
68,George Newton
383,Gunnar Hansen
268,Rhys Coiro
25000,Jeremy Irvine
161,Felicia Pearson
451,Ji-hyun Jun
680,Paddy Considine
0,Germán Alcarazu
311,Dennis Burkley
65,Joe Cross
206,Owen Burke
65,Steven Brill
48,Dato Bakhtadze
358,Tom Virtue
85,Adriana Barraza
115,Rie Rasmussen
183,Brenda Vaccaro
634,Scott Mechlowicz
2000,Michael Biehn
7,Sung-jun Yoo
238,Aden Young
917,Kyle Schmid
622,Tamsin Egerton
184,Michael Kitchen
522,Josh Zuckerman
392,Catherine Tate
182,Niecy Nash
617,Kurt Fuller
103,Geoffrey Palmer
141,Alex Gibney
211,Toni Servillo
137,Barry Fitzgerald
10,Kayla Raparelli
4000,Lauren Cohan
857,Phil LaMarr
454,T.J. Storm
99,Greg Mottola
200,Amy Locane
118,Master P
297,Daisy Betts
50,Rob Campbell
1000,Goran Visnjic
22000,Philip Seymour Hoffman
493,Travis Aaron Wade
4,Luis Miranda
349,Dustin Fitzsimons
366,Kevin Gage
440,Chelan Simmons
466,Carrie Bradstreet
0,Joe Marino
548,Peter Coyote
10,Diego Ramos
904,Eric Stonestreet
36,Bahare Seddiqi
30000,Veronica Ferres
99,Gloria Foster
835,Katrina Law
899,Kathleen Turner
30,Helmut Bakaitis
196,Kirsten Day
269,Nicholas Turturro
59,Anslem Richardson
258,Byron Mann
893,Minnie Driver
893,María Valverde
712,Leila Hatami
201,Justine Waddell
43,Mick Foley
488,Deborah Twiss
886,Nathan Lane
3000,Don Cheadle
357,Nathan Parsons
210,James Morrison
52,Reef Ireland
86,John August
653,Richard Roxburgh
20,Konstantin Lavronenko
3,Justin Rice
943,Zoë Kravitz
669,Laura Harring
219,Devon Murray
420,Robin Givens
535,Judd Hirsch
372,Benedict Wong
286,Aksel Hennie
128,Jake Ryan
27,Jill Talley
702,Andre Braugher
104,Christian Berkel
30,Andrea Di Stefano
67,The Edge
52,Joel Moody
350,Deirdre Lorenz
14,Sissy Petropoulou
318,Keir O'Donnell
0,Paul Daggett
742,Donald Pleasence
93,Franky G
323,Megyn Price
242,Danny Nucci
18,Kenneth Nkosi
18,Ana Imnadze
13,Ane Dahl Torp
529,Kendrick Cross
244,Bruce Vilanch
155,Richard Norton
76,Blythe Auffarth
85,Joe Spinell
508,Felicity Huffman
6,Chester
218,Chris Pontius
349,Richard Crenna
719,Daniel Henney
0,Amy Badberg
124,Whit Bissell
428,Armin Shimerman
9,Marie Féret
354,Eleanor Parker
71,Phil Leeds
119,Melissa Roxburgh
16000,Charlie Hunnam
226,Neil Diamond
664,Mia Sara
649,Marina Sirtis
785,Julianna Pitt
387,Michael Parks
124,Kristi Clainos
47,Haruma Miura
677,Angelina Armani
96,Patrick Brammall
324,Sandrine Holt
1000,Sam Trammell
161,Leonor Watling
173,Noémie Lenoir
670,F. Murray Abraham
358,Nicole Sullivan
93,Jennifer Ulrich
23,Julie LeBreton
1000,Omari Hardwick
756,Damon Wayans Jr.
543,Ken Marino
303,Piper Laurie
1000,Jay Hernandez
199,Kassie Wesley DePaiva
120,Terence Maynard
433,Tanya Roberts
261,Lateef Crowder
81,Frank Gerrish
210,Demetri Martin
303,Terrance Zdunich
359,Jack Warden
818,Liam Aiken
228,Keeley Hawes
59,Steve Le Marquand
516,Chloe Bridges
0,Stacie Evans
499,Lindsay Price
1000,Jorge Garcia
29,Daniel Stewart Sherman
239,Shauna Macdonald
146,Sandy Dennis
366,Amy Brenneman
919,Thomas Kretschmann
658,Stanislav Ianevski
697,Jim Parrack
532,Peter Berg
860,Jeremy Shada
360,Nicole Ari Parker
971,Dax Flame
175,Sergej Trifunovic
4000,Hayden Christensen
57,Paul Barber
40,Alexandre Rodrigues
574,Robin Lord Taylor
456,Barry Bostwick
414,Scott A. Martin
289,Jon Tenney
468,Rebecca Gayheart
692,Jeffrey Jones
333,Keram Malicki-Sánchez
925,Clayton Snyder
718,Lily Tomlin
18,Ian Mune
341,Tabu
44,Ruth Sheen
56,Peter Onorati
0,Maxwell Moody
157,Lauren C. Mayhew
259,Lee J. Cobb
261,Emily Baldoni
256,Tamara Glynn
160,Yvette Mimieux
125,Brian McNamara
650,Traci Lords
0,Mojgan Faramarzi
0,Kim De Angelo
307,Seth Meyers
886,Sanaa Lathan
461,Bob Gunton
20,Ruby Lin
694,Cameron Mills
201,Paul Sparks
72,Rain
140,Rian Bishop
14000,Colin Firth
112,Darren Boyd
470,Daphne Zuniga
37,Mary Tsoni
835,Gus Van Sant
74,Pat Healy
490,Matt Walsh
502,Jose Pablo Cantillo
135,Alex Désert
123,Pauline Collins
21,Sergey Garmash
66,Celina Beach
77,Ashley Gerasimovich
723,John Witherspoon
179,Samuel Roukin
636,Carol Kane
341,Nicollette Sheridan
149,Leslie Hope
42,Bob Eubanks
11,Circus-Szalewski
39,Jack Taylor
421,G.W. Bailey
1000,Adam Goldberg
649,Eva Marie Saint
807,Alissa Dean
771,Mo Gallini
1000,Jesse McCartney
332,Molly Ephraim
448,Gedde Watanabe
18,Cara Horgan
931,Ann-Margret
151,Donald Sumpter
773,Harry Styles
11,Tara Strohmeier
626,Carrie Henn
949,Jane Fonda
39,DeWayne Warren
151,Lars Ulrich
257,Sarita Choudhury
282,Kelly Rowan
121,Adrienne King
859,Kelly Brook
340,Megan Charpentier
143,Todd Field
384,Richard Dawson
11,Geneviève Lemon
944,Stockard Channing
162,Tim Thomerson
37,Janette Armand
506,Antony Starr
276,Santiago Segura
416,Gil Birmingham
300,Julia Garner
522,Jeff Garlin
7,Reese Mishler
634,Mircea Monroe
1000,David Huddleston
208,Carroll Baker
912,Michael Greyeyes
281,Warren Clarke
126,Lisa Kay
25000,Alan Rickman
263,Yvonne Zima
24,Norma Aleandro
331,Luis Tosar
37,Michael Pollan
945,Justin Kirk
107,Casey Siemaszko
888,Tuppence Middleton
695,Jan Haley
854,Lara Pulver
318,Robert John Burke
399,William Mapother
276,Lois Smith
1000,Robert Mitchum
50,Vernon Dobtcheff
32,Shawn Yue
4,Mugambi Nthiga
580,Riccardo Scamarcio
35,Goya Toledo
1000,Brooke Shields
85,Tracy Letts
1000,Ray Winstone
63,Megan Franich
280,Ulrich Thomsen
117,Alice Olivia Clarke
9,Honglei Sun
437,Clarke Peters
427,Dustin Ingram
106,Erin Wasson
811,Adam Garcia
119,Steve Earle
91,Darlene Love
82,Justin Pierce
50,Sarain Boylan
44,John Considine
472,Sammo Kam-Bo Hung
128,James DeBello
15,Madeleine Albright
592,Wesley Jonathan
374,Abhishek Bachchan
466,Kelly Lynch
970,Emma Caulfield
446,Kelli Williams
591,Garry Shandling
691,Kylie Minogue
60,Zakes Mokae
220,Lauryn Hill
795,Sasha Roiz
563,Helen McCrory
815,William Xifaras
582,Bai Ling
93,Aldo Sambrell
107,Jason Cope
190,Paul Scheer
636,Steven Bauer
679,Q'orianka Kilcher
257,Anna Karina
9,Sophie Rois
18,Jeffrey W. Jenkins
54,Joe Lev
305,Allen Leech
77000,Michael Joiner
33,Felix Avitia
25,Kim Thomson
17000,Channing Tatum
844,Casey Kasem
0,Seth Ackerman
322,Patricia Belcher
318,Melissa Ordway
1000,Taylor Negron
95,Chelsea Field
183,Bruce Thomas
512,Willie Garson
138,Shari Albert
254,Cynthia Watros
251,Rosie O'Donnell
457,Lee Arenberg
48,Sylvia Syms
232,Royal Dano
713,Blythe Danner
261,Carly Schroeder
31,Erica Linz
344,Maria Thayer
3,Herman Koto
71,Yetta Gottesman
347,Nick Gomez
401,Agnes Bruckner
109,Kirk Fox
4000,Jon Hamm
1000,Corbin Bernsen
449,Scott Elrod
773,Jeremy Jordan
947,Michael Angarano
168,Dwight Henry
362,Nancy Cartwright
41,Christopher Simpson
43,Karl Johnson
1000,Bridgit Mendler
349,Ally Walker
0,Chris 'Wonder' Schoeck
104,Molly Dunsworth
411,Annet Mahendru
534,Isaiah Washington
11,Giulia Michelini
178,Elaine Bromka
488,George Coe
69,Adrian Gonzalez
35,Victoria Thaine
49,Dick Cavett
1000,Alden Ehrenreich
69,Sidney James
18,Hugh Mun
362,Kevin G. Schmidt
440,Peter Ustinov
33,Frank Hvam
804,Constance Shulman
120,Richard Gant
543,Salli Richardson-Whitfield
901,Judge Reinhold
90,Stefania Sandrelli
490,Livvy Stubenrauch
2000,Matthew Perry
904,Bokeem Woodbine
749,Myrna Loy
559,Aldis Hodge
329,Chandler Canterbury
233,John Brodsky
968,Clifton Collins Jr.
157,Jessica Barden
1000,Takashi Miike
73,Natalie Lisinska
491,Charice
385,Mindy Sterling
687,Julian Sands
0,Steve Burg
981,Scott Takeda
998,Gary Cooper
154,Reda Kateb
272,Alex Karpovsky
983,JoAnna Garcia Swisher
3000,Dominic Cooper
668,Anil Kapoor
1000,Tye Sheridan
275,Anthony Zerbe
27,Yousef 'Joe' Sweid
4,Janet Lee Dapper
497,Annette Badland
51,Danielle von Zerneck
220,Chris Geere
1000,Natasha Lyonne
438,Luke Mably
715,Alexis Dziena
141,Murray Bartlett
21,Nicholas Aaron
244,Miranda July
256,Cullen Douglas
36,Jean-Pierre Darroussin
92,Lee Ving
84,Zoe Ventoura
284,Gavin MacLeod
1000,Jason Marsden
215,Chris Andrew Ciulla
168,Christian Campbell
734,Joel McHale
106,Rekha Sharma
495,Kathryn Joosten
2000,John Stamos
214,Jason K. Wixom
379,Michael Weston
356,James Drury
900,Natasha Henstridge
15000,Rex Baker
281,Harry Carey Jr.
541,Cheryl Hines
637,Toby Hemingway
322,Eric Schweig
678,Isabelle Huppert
353,Munro Chambers
368,Christine Cavanaugh
386,Jess Weixler
316,Dagmara Dominczyk
313,Tjasa Ferme
79,Robin Bartlett
491,Josh Hopkins
402,Randy Jay Burrell
28,Michel Serrault
727,Raoul Bova
115,Ralph Richardson
15,Kel O'Neill
593,Erik Per Sullivan
12,Mike Huckabee
383,James Russo
16,Leonie Benesch
117,Patti D'Arbanville
51,Pixie Davies
830,Tom Sturridge
64,Jeff Seymour
0,Chemeeka Walker
92,Erland Josephson
246,William Hickey
648,Jesse Tyler Ferguson
403,James Shigeta
10000,Joe Komara
386,Phil Davis
188,Katherine Boecher
114,Patricia Raven
175,Debrianna Mansini
87,Vincent Duvall
260000,Matthew Ziff
265,Kathleen Wilhoite
348,Michael Bowen
40,Chloe Rose
9,Claude-Oliver Rudolph
57,John Hodgman
523,Maurice LaMarche
577,Anthony LaPaglia
794,Dougray Scott
889,Robert Forster
601,Laura Fraser
628,Logan Browning
164,David Lewis
25,Rick Macy
517,Janel Parrish
922,Fisher Stevens
222,Steve Byers
283,Charles Martinet
290,Hye-kyo Song
330,Tichina Arnold
2000,Michiel Huisman
389,Rachel Brosnahan
495,Anthony Edwards
12,Kumar Gaurav
261,Katherine Parkinson
169,Claudiu Trandafir
12,Ivan Barnev
0,Syamsul Arifin
243,Theresa Russell
137,Kate Magowan
135,Ronald Colman
248,Shelley Waggener
121,Carlos Gallardo
81,Mandy Gonzalez
399,Jim Backus
442,Ilene Graff
23,Alexandra Silber
580,Kuno Becker
399,Jacob Vargas
282,Maggie Wheeler
57,Joyce Van Patten
11000,Adam Sandler
136,Samuel West
577,Stephen Dillane
46,Magda Szubanski
521,M. Emmet Walsh
743,Richard Tyson
152,James Noble
159,Ralph Ineson
39,Greg Collins
276,Winter Ave Zoli
619,Óscar Jaenada
492,Tony Bonner
579,Freddy Rodríguez
85,Nimrat Kaur
371,Edwin Neal
829,Lester Speight
61,Andrés Montiel
907,Cicely Tyson
240,Michael DeLorenzo
34,Alexis Kendra
80,Adam LeFevre
380,Sebastian Koch
112,Paula Kelly
640,Daryl Sabara
827,Frances Conroy
674,Jesse Borrego
116,Leon Isaac Kennedy
154,Tyler Hilton
104,Black Thomas
73,Lillete Dubey
329,Nick Cave
20,Leslie Carlson
750,Aaron Ashmore
204,Shaun Evans
378,Nora Arnezeder
854,Mike Starr
57,James Bolam
7000,Steven Yeun
109,Gyton Grantley
134,Sarah Lind
578,Olesya Rulin
144,Roger Ashton-Griffiths
380,Christie Burke
3,Joe Simpson
17,Jean-Claude Dreyfus
224,Finola Hughes
867,Nicholas Lea
642,Tracy Morgan
24,Vera Wilson
59,Amy Steel
294,Jill Flint
21,Alison Chand
19000,Scarlett Johansson
237,Fredro Starr
229,Clare Kramer
940,Chris Lowell
20,Jordan Scovel
805,Romola Garai
27,Grasie Mercedes
35,David Kennedy
117,Malcolm Goodwin
472,Kelly Carlson
0,Richard Linklater
249,Denholm Elliott
23,Brian Herzlinger
409,John Glover
170,Tanya van Graan
0,Matt Hunter
425,Louise Fletcher
65,Florian Lukas
37,Glen Murphy
48,Susan Gardner
58,Michael Monks
0,Anella Vastola
113,Terry Pheto
629,Douglas Haase
95,Graham Beckel
816,Michael Stuhlbarg
883,William Petersen
58,Ellen Sandweiss
44,Mona Marshall
22,Romi Aboulafia
89,Kôji Yakusho
430,Aramis Knight
600,Sayed Badreya
53,Joe Egan
578,Vic Mignogna
579,Kristy Swanson
319,Jean Arthur
298,Gregg Henry
31,Igor Zaripov
18000,Keanu Reeves
0,Steve Duin
700,Jason Alexander
40,Cassidy Gifford
842,Elena Satine
418,Brendan Coyle
5000,Orlando Bloom
669,George Peppard
110,Chrystee Pharris
151,Tara Fitzgerald
383,Mahadeo Shivraj
325,Garrett M. Brown
22,Mae Marsh
252,Maia Morgenstern
28,Robert Kennedy Jr.
5000,Bob Hoskins
498,Seregon O'Dassey
658,Conchata Ferrell
805,Joan Allen
10,Wilbur 'Hi-Fi' White
57,Jeremy Owen
1000,David Fine
114,Samuel Davis
686,David Hewlett
601,Dreama Walker
348,Priscilla Presley
76,Summer Phoenix
869,Jeffrey Weissman
476,Cheryl Ladd
8,Casey Gooden
446,Keisha Castle-Hughes
520,Harmony Korine
234,D. David Morin
0,Eva Boehnke
918,Jennifer Hale
656,Sean Patrick Thomas
109,Kris Sommerville
606,Adam Ratcliffe
689,Cassandra Scerbo
85,Clayton Rohner
6,Claire Adams
581,Johanna Braddy
261,Gil Bellows
221,Ronnie Gene Blevins
0,Puti Sri Candra Dewi
79,Jorge Salinas
442,Elton John
464,Ramon Rodriguez
78,Dalia Hernández
464,Matthew Knight
602,Christian Camargo
346,Aaron Stanford
173,Ghassan Massoud
123,Lex Shrapnel
431,Linnea Quigley
18000,Gerard Butler
37,Jonathan D. Mellor
102,Candace Kroslak
20,Emmanuelle Bercot
328,Richard T. Jones
745,Jeffrey DeMunn
119,James Urbaniak
633,Gary Coleman
41,Robert Longstreet
833,Greg Grunberg
422,Jay Chandrasekhar
639,Santiago Cabrera
204,Audrey Fleurot
238,Jack McGee
105,Matt Letscher
393,Rory Kinnear
676,David Walton
236,Noah Segan
18,Tamara Toumanova
21000,Robert Pattinson
241,Michael Papajohn
31,Lindsay Kay Hayward
738,Julia Nickson
15000,Mila Kunis
121,Charlotte Stewart
1000,Sendhil Ramamurthy
639,Eddie Cahill
102,George Raft
202,Lois Chiles
33,Meisa Kuroki
77,Jim Norton
