movie_title,title_year,plot_keywords
Annie Get Your Gun,1950,the end
Goldfinger,1964,bikini
Goldfinger,1964,covered in melted gold
Goldfinger,1964,fort knox
Goldfinger,1964,gold
Goldfinger,1964,pilot
The World Is Not Enough,1999,british
The World Is Not Enough,1999,oil
The World Is Not Enough,1999,scientist
The World Is Not Enough,1999,terrorist
The World Is Not Enough,1999,tycoon
Eye of the Beholder,1999,chicago illinois
Eye of the Beholder,1999,false identity
Eye of the Beholder,1999,femme fatale
Eye of the Beholder,1999,new york city
Eye of the Beholder,1999,spying
Ray,2004,1950s
Ray,2004,1960s
Ray,2004,racism
Ray,2004,rhythm and blues
Ray,2004,singer
Imagine Me & You,2005,florist
Imagine Me & You,2005,friend
Imagine Me & You,2005,friendship
Imagine Me & You,2005,lesbian
Imagine Me & You,2005,love
Dragon Wars: D-War,2007,antique shop
Dragon Wars: D-War,2007,asian dragon
Dragon Wars: D-War,2007,dragon
Dragon Wars: D-War,2007,korean
Dragon Wars: D-War,2007,reporter
The Other Side of Heaven,2001,1950s
The Other Side of Heaven,2001,idaho
The Other Side of Heaven,2001,love
The Other Side of Heaven,2001,missionary
The Other Side of Heaven,2001,mormon
The Prestige,2006,illusion
The Prestige,2006,magician
The Prestige,2006,obsession
The Prestige,2006,rivalry
The Prestige,2006,secret
Deterrence,1999,colorado
Deterrence,1999,diner
Deterrence,1999,iraq
Deterrence,1999,nuclear missile
Deterrence,1999,president
London Has Fallen,2016,british
London Has Fallen,2016,funeral
London Has Fallen,2016,good versus evil
London Has Fallen,2016,mole
London Has Fallen,2016,sequel
Red Sky,2014,exploding airplane
Red Sky,2014,fighter pilot
Red Sky,2014,hands tied
Red Sky,2014,held at gunpoint
Red Sky,2014,military
Lost Souls,2000,faith
Lost Souls,2000,mental patient
Lost Souls,2000,priest
Lost Souls,2000,scheme
Lost Souls,2000,teacher
Charlotte's Web,2006,barn
Charlotte's Web,2006,pig
Charlotte's Web,2006,piglet
Charlotte's Web,2006,spider
Charlotte's Web,2006,uncle
Happiness,1998,ensemble cast
Happiness,1998,episodic structure
Happiness,1998,satire
Happiness,1998,social satire
Happiness,1998,suburb
Sense and Sensibility,1995,1810s
Sense and Sensibility,1995,female protagonist
Sense and Sensibility,1995,horseback riding
Sense and Sensibility,1995,inheritance
Sense and Sensibility,1995,three word title
Why Did I Get Married?,2007,marriage
Why Did I Get Married?,2007,overweight
Why Did I Get Married?,2007,psychologist
Why Did I Get Married?,2007,secret
Why Did I Get Married?,2007,work
The Big Bounce,2004,breasts
The Big Bounce,2004,consensual sex
The Big Bounce,2004,female nudity
The Big Bounce,2004,judge
The Big Bounce,2004,surfer
Just Looking,1999,1955 chevrolet
Just Looking,1999,nurse
Just Looking,1999,peeping tom
Just Looking,1999,reference to brooklyn dodgers
Just Looking,1999,spying
In Good Company,2004,company
In Good Company,2004,corporate takeover
In Good Company,2004,executive
In Good Company,2004,magazine
In Good Company,2004,new boss
Wristcutters: A Love Story,2006,afterlife
Wristcutters: A Love Story,2006,camping
Wristcutters: A Love Story,2006,death
Wristcutters: A Love Story,2006,hitchhiker
Wristcutters: A Love Story,2006,suicide
Just Married,2003,fall
Just Married,2003,honeymoon
Just Married,2003,love
Just Married,2003,marriage
Just Married,2003,newlywed
Human Traffic,1999,friday
Human Traffic,1999,friend
Human Traffic,1999,hip hop
Human Traffic,1999,techno rave
Human Traffic,1999,weekend
Dark Blue,2002,corrupt
Dark Blue,2002,criminal
Dark Blue,2002,investigation
Dark Blue,2002,lapd
Dark Blue,2002,police
Real Steel,2011,arena
Real Steel,2011,boxing
Real Steel,2011,boxing movie
Real Steel,2011,robot
Real Steel,2011,robot battle
Basquiat,1996,andy warhol
Basquiat,1996,art
Basquiat,1996,artist
Basquiat,1996,friendship
Basquiat,1996,street artist
Nomad: The Warrior,2005,1800s
Nomad: The Warrior,2005,kazakhstan
Nomad: The Warrior,2005,nomad
Shooting Fish,1997,con artist
Shooting Fish,1997,money
Shooting Fish,1997,orphan
Shooting Fish,1997,scam
Shooting Fish,1997,secretary
The Last Stand,2013,deputy
The Last Stand,2013,escape
The Last Stand,2013,fbi
The Last Stand,2013,modern western
The Last Stand,2013,sheriff
Heroes of Dirt,2015,bike
Heroes of Dirt,2015,bmx
Heroes of Dirt,2015,drugs
Heroes of Dirt,2015,troubled teen
Heroes of Dirt,2015,youth
Warlock: The Armageddon,1993,druid
Warlock: The Armageddon,1993,eclipse
Warlock: The Armageddon,1993,rune
Warlock: The Armageddon,1993,scalping
Warlock: The Armageddon,1993,warlock
Zero Dark Thirty,2012,al qaeda
Zero Dark Thirty,2012,cia
Zero Dark Thirty,2012,interrogation
Zero Dark Thirty,2012,lie
Zero Dark Thirty,2012,navy seal
Patch Adams,1998,doctor
Patch Adams,1998,hospital
Patch Adams,1998,mental institution
Patch Adams,1998,nurse
Patch Adams,1998,student
The Last Shot,2004,fbi
The Last Shot,2004,movie producer
The Last Shot,2004,sting operation
The Last Shot,2004,undercover
The Last Shot,2004,urination
Killing Zoe,1993,bank
Killing Zoe,1993,bastille day
Killing Zoe,1993,call girl
Killing Zoe,1993,childhood friend
Killing Zoe,1993,drugs
Youth in Revolt,2009,alter ego
Youth in Revolt,2009,boarding school
Youth in Revolt,2009,love
Youth in Revolt,2009,masturbation
Youth in Revolt,2009,teen movie
The Relic,1997,fire
The Relic,1997,helicopter
The Relic,1997,museum
The Relic,1997,police sergeant
The Relic,1997,relic
The Front Page,1974,1920s
The Front Page,1974,communist
The Front Page,1974,escape from jail
The Front Page,1974,newspaper
The Front Page,1974,reporter
The Smurfs 2,2013,based on cartoon
The Smurfs 2,2013,box office hit
The Smurfs 2,2013,no opening credits
The Smurfs 2,2013,sequel
The Smurfs 2,2013,smurf
Into the Blue,2005,bahamas
Into the Blue,2005,blood splatter
Into the Blue,2005,cocaine
Into the Blue,2005,hairy chest
Into the Blue,2005,shark
Fuel,2008,alternative energy
Fuel,2008,energy
Fuel,2008,fuel
Fuel,2008,green
Fuel,2008,oil
The Exorcism of Emily Rose,2005,death
The Exorcism of Emily Rose,2005,demonic possession
The Exorcism of Emily Rose,2005,exorcism
The Exorcism of Emily Rose,2005,lawyer
The Exorcism of Emily Rose,2005,priest
Jersey Boys,2014,band
Jersey Boys,2014,music group
Jersey Boys,2014,musical quartet
Jersey Boys,2014,singer
Jersey Boys,2014,song
The One,2001,fight
The One,2001,multiverse
The One,2001,police
The One,2001,police officer
The One,2001,prison
The Man with the Iron Fists,2012,blacksmith
The Man with the Iron Fists,2012,box office flop
The Man with the Iron Fists,2012,chop socky
The Man with the Iron Fists,2012,critically bashed
The Man with the Iron Fists,2012,village
Rang De Basanti,2006,freedom
Rang De Basanti,2006,friend
Rang De Basanti,2006,india
Rang De Basanti,2006,student
Rang De Basanti,2006,urination
London to Brighton,2006,bathroom
London to Brighton,2006,chase
London to Brighton,2006,girl
London to Brighton,2006,pimp
London to Brighton,2006,toilet
Miracle at St. Anna,2008,boy
Miracle at St. Anna,2008,german soldier
Miracle at St. Anna,2008,partisan
Miracle at St. Anna,2008,trapped
Miracle at St. Anna,2008,village
Our Family Wedding,2010,california
Our Family Wedding,2010,love
Our Family Wedding,2010,marriage
Our Family Wedding,2010,wedding
Our Family Wedding,2010,wedding dress
Cloverfield,2008,brooklyn new york city
Cloverfield,2008,found footage
Cloverfield,2008,night vision
Cloverfield,2008,statue of liberty new york city
Cloverfield,2008,subway tunnel
Body of Lies,2008,cia
Body of Lies,2008,jordan
Body of Lies,2008,middle east
Body of Lies,2008,spy
Body of Lies,2008,terrorist
Timecrimes,2007,binoculars
Timecrimes,2007,hitchcockian
Timecrimes,2007,scissors
Timecrimes,2007,time machine
Timecrimes,2007,woods
The Ugly Truth,2009,call in
The Ugly Truth,2009,chick flick
The Ugly Truth,2009,date
The Ugly Truth,2009,hot air balloon
The Ugly Truth,2009,show producer
Syriana,2005,cia
Syriana,2005,hezbollah
Syriana,2005,lebanon
Syriana,2005,oil
Syriana,2005,prince
How Green Was My Valley,1941,coal mine
How Green Was My Valley,1941,girl
How Green Was My Valley,1941,school
How Green Was My Valley,1941,village
How Green Was My Valley,1941,wales
Last Vegas,2013,bachelor party
Last Vegas,2013,bloody mary the drink
Last Vegas,2013,bouncer
Last Vegas,2013,brooklyn new york city
Last Vegas,2013,vegas
Beowulf,2007,creature
Beowulf,2007,demon
Beowulf,2007,king
Beowulf,2007,reward
Beowulf,2007,warrior
The Wizard of Oz,1939,evil witch
The Wizard of Oz,1939,tornado
The Wizard of Oz,1939,witch
The Wizard of Oz,1939,wizard
The Wizard of Oz,1939,wizard of oz
Excessive Force,1993,exercise bicycle
Excessive Force,1993,face in food
Excessive Force,1993,police
Excessive Force,1993,police brutality
Excessive Force,1993,policeman
Aladdin,1992,arab
Aladdin,1992,genie
Aladdin,1992,magic
Aladdin,1992,princess
Aladdin,1992,reference to a thousand and one nights
The Messenger,2009,captain
The Messenger,2009,casualty notification
The Messenger,2009,casualty notification team
The Messenger,2009,sergeant
The Messenger,2009,staff sergeant
Videodrome,1983,cyberpunk
Videodrome,1983,hallucination
Videodrome,1983,illegality
Videodrome,1983,snuff film
Videodrome,1983,surrealism
Urban Legend,1998,campus
Urban Legend,1998,death
Urban Legend,1998,friend
Urban Legend,1998,professor
Urban Legend,1998,urban legend
Oz the Great and Powerful,2013,circus
Oz the Great and Powerful,2013,magic
Oz the Great and Powerful,2013,magician
Oz the Great and Powerful,2013,oz
Oz the Great and Powerful,2013,witch
Diary of a Mad Black Woman,2005,comic relief
Diary of a Mad Black Woman,2005,diary
Diary of a Mad Black Woman,2005,kiss
Diary of a Mad Black Woman,2005,madea series
Diary of a Mad Black Woman,2005,state flag
Viy,2014,cartographer
Viy,2014,creature
Viy,2014,foreign language adaptation
Viy,2014,sword and sorcery
Viy,2014,village
Tae Guk Gi: The Brotherhood of War,2004,1950s
Tae Guk Gi: The Brotherhood of War,2004,archeologist
Tae Guk Gi: The Brotherhood of War,2004,korea
Tae Guk Gi: The Brotherhood of War,2004,korean war
Tae Guk Gi: The Brotherhood of War,2004,soldier
Eve's Bayou,1997,doctor
Eve's Bayou,1997,louisiana
Eve's Bayou,1997,secret
Eve's Bayou,1997,title directed by female
Eve's Bayou,1997,witchcraft
Demonic,2015,death
Demonic,2015,detective
Demonic,2015,house
Demonic,2015,missing
Demonic,2015,supernatural
42nd Street,1933,chorus girl
42nd Street,1933,chorus line
42nd Street,1933,director
42nd Street,1933,gala premiere
42nd Street,1933,song
Brotherly Love,2015,basketball
Brotherly Love,2015,burglary
Brotherly Love,2015,police
Brotherly Love,2015,robbery
Brotherly Love,2015,teenage girl
Princess Mononoke,1997,anime
Princess Mononoke,1997,cult film
Princess Mononoke,1997,forest
Princess Mononoke,1997,princess
Princess Mononoke,1997,studio ghibli
Road to Perdition,2002,1930s
Road to Perdition,2002,blood
Road to Perdition,2002,gun
Road to Perdition,2002,on the run
Road to Perdition,2002,revenge
The Expendables 3,2014,battle
The Expendables 3,2014,fight
The Expendables 3,2014,mission
The Expendables 3,2014,pg 13 sequel to r rated franchise
The Expendables 3,2014,rescue
Austin Powers: International Man of Mystery,1997,cartoon on tv
Austin Powers: International Man of Mystery,1997,reference to frankenstein
Austin Powers: International Man of Mystery,1997,reference to jimi hendrix
Austin Powers: International Man of Mystery,1997,scene during end credits
Austin Powers: International Man of Mystery,1997,surrealism
Thinner,1996,death
Thinner,1996,doctor
Thinner,1996,gypsy
Thinner,1996,judge
Thinner,1996,lawyer
"Legally Blonde 2: Red, White & Blonde",2003,animal rights
"Legally Blonde 2: Red, White & Blonde",2003,congresswoman
"Legally Blonde 2: Red, White & Blonde",2003,doorman
"Legally Blonde 2: Red, White & Blonde",2003,transvestism
"Legally Blonde 2: Red, White & Blonde",2003,washington d.c.
Dragonball: Evolution,2009,bad
Dragonball: Evolution,2009,dragon
Dragonball: Evolution,2009,grandfather
Dragonball: Evolution,2009,orb
Dragonball: Evolution,2009,warrior
An Everlasting Piece,2000,alopecia
An Everlasting Piece,2000,belfast northern ireland
An Everlasting Piece,2000,ireland
An Everlasting Piece,2000,irish republican army
An Everlasting Piece,2000,scalper
Terminator 2: Judgment Day,1991,future
Terminator 2: Judgment Day,1991,liquid metal
Terminator 2: Judgment Day,1991,multiple cameos
Terminator 2: Judgment Day,1991,sexy woman
Terminator 2: Judgment Day,1991,time travel
Easy Money,2010,double life
Easy Money,2010,drugs
Easy Money,2010,financial crisis
Easy Money,2010,first part
Easy Money,2010,serbian
Far from Heaven,2002,african american
Far from Heaven,2002,catastrophe
Far from Heaven,2002,family relationships
Far from Heaven,2002,farewell scene
Far from Heaven,2002,therapy
Confessions of a Dangerous Mind,2002,broken nose
Confessions of a Dangerous Mind,2002,kgb
Confessions of a Dangerous Mind,2002,marriage proposal
Confessions of a Dangerous Mind,2002,playboy mansion
Confessions of a Dangerous Mind,2002,sistine chapel
The Express,2008,african american
The Express,2008,coach
The Express,2008,football movie
The Express,2008,nonlinear timeline
The Express,2008,syracuse university
Out of Sight,1998,heist
Out of Sight,1998,neo noir
Out of Sight,1998,one last job
Out of Sight,1998,opposites attract
Out of Sight,1998,u.s. marshal
Songcatcher,2000,doctor
Songcatcher,2000,mountain
Songcatcher,2000,musician
Songcatcher,2000,song
Songcatcher,2000,university
Armored,2009,armored truck
Armored,2009,blood splatter
Armored,2009,die hard scenario
Armored,2009,guard
Armored,2009,heist
Amen.,2002,jesuit
Amen.,2002,jew
Amen.,2002,pope
Amen.,2002,priest
Amen.,2002,ss
The X Files,1998,agent
The X Files,1998,alien
The X Files,1998,bomb
The X Files,1998,fbi
The X Files,1998,government
Blue Like Jazz,2012,church
Blue Like Jazz,2012,college
Blue Like Jazz,2012,color in title
Blue Like Jazz,2012,philosophy
Blue Like Jazz,2012,texas
L.A. Confidential,1997,1950s
L.A. Confidential,1997,call girl
L.A. Confidential,1997,corruption
L.A. Confidential,1997,murder
L.A. Confidential,1997,police detective
The Crazies,2010,deputy
The Crazies,2010,iowa
The Crazies,2010,rural setting
The Crazies,2010,sheriff
The Crazies,2010,survival
Tadpole,2000,best friend
Tadpole,2000,boy
Tadpole,2000,french
Tadpole,2000,friend
Tadpole,2000,love
Armageddon,1998,asteroid
Armageddon,1998,astronaut
Armageddon,1998,bomb
Armageddon,1998,meteorite
Armageddon,1998,outer space
Machete Kills,2013,arms dealer
Machete Kills,2013,battle
Machete Kills,2013,bomb
Machete Kills,2013,machete
Machete Kills,2013,missile
The Prince and Me,2004,denmark
The Prince and Me,2004,king
The Prince and Me,2004,love
The Prince and Me,2004,prince
The Prince and Me,2004,wisconsin
The Break-Up,2006,art
The Break-Up,2006,break up
The Break-Up,2006,football video game
The Break-Up,2006,kitchen
The Break-Up,2006,talking to one's self in a mirror
Romeo Is Bleeding,1993,detective
Romeo Is Bleeding,1993,police
Romeo Is Bleeding,1993,protection
Romeo Is Bleeding,1993,russian
Romeo Is Bleeding,1993,sergeant
Atonement,2007,death of sister
Atonement,2007,dying
Atonement,2007,loss of virginity
Atonement,2007,septicemia
Atonement,2007,sex
Monster,2003,beach
Monster,2003,female criminal
Monster,2003,hooker
Monster,2003,lesbian
Monster,2003,prostitute
The Boxtrolls,2014,chase
The Boxtrolls,2014,puppet animation
The Boxtrolls,2014,red hat
The Boxtrolls,2014,stop motion animation
The Boxtrolls,2014,troll
Selena,1997,latin music
Selena,1997,marriage
Selena,1997,on tour
Selena,1997,singer
Selena,1997,tejano
Foodfight!,2012,femme fatale
Foodfight!,2012,food
Foodfight!,2012,pun
Foodfight!,2012,supermarket
Foodfight!,2012,troubled production
Man on Wire,2008,new york city
Man on Wire,2008,passion
Man on Wire,2008,reenactment
Man on Wire,2008,rooftop
Man on Wire,2008,tower
The Ballad of Cable Hogue,1970,desert
The Ballad of Cable Hogue,1970,partner
The Ballad of Cable Hogue,1970,prostitute
The Ballad of Cable Hogue,1970,stagecoach
The Ballad of Cable Hogue,1970,water
Bill & Ted's Excellent Adventure,1989,failing student
